01.01.2021,00.00,978,EUR,1,Євро,34.7396
02.01.2021,00.00,978,EUR,1,Євро,34.7396
03.01.2021,00.00,978,EUR,1,Євро,34.7396
04.01.2021,00.00,978,EUR,1,Євро,34.7396
05.01.2021,00.00,978,EUR,1,Євро,34.9389
06.01.2021,00.00,978,EUR,1,Євро,34.846
07.01.2021,00.00,978,EUR,1,Євро,34.846
08.01.2021,00.00,978,EUR,1,Євро,34.846
09.01.2021,00.00,978,EUR,1,Євро,34.846
10.01.2021,00.00,978,EUR,1,Євро,34.846
11.01.2021,00.00,978,EUR,1,Євро,34.909
12.01.2021,00.00,978,EUR,1,Євро,34.2817
13.01.2021,00.00,978,EUR,1,Євро,34.0787
14.01.2021,00.00,978,EUR,1,Євро,34.0373
15.01.2021,00.00,978,EUR,1,Євро,33.9888
16.01.2021,00.00,978,EUR,1,Євро,34.0121
17.01.2021,00.00,978,EUR,1,Євро,34.0121
18.01.2021,00.00,978,EUR,1,Євро,34.0121
19.01.2021,00.00,978,EUR,1,Євро,34.0158
20.01.2021,00.00,978,EUR,1,Євро,34.1555
21.01.2021,00.00,978,EUR,1,Євро,34.1488
22.01.2021,00.00,978,EUR,1,Євро,34.3651
23.01.2021,00.00,978,EUR,1,Євро,34.3651
24.01.2021,00.00,978,EUR,1,Євро,34.3651
25.01.2021,00.00,978,EUR,1,Євро,34.2526
26.01.2021,00.00,978,EUR,1,Євро,34.2265
27.01.2021,00.00,978,EUR,1,Євро,34.1897
28.01.2021,00.00,978,EUR,1,Євро,34.1207
29.01.2021,00.00,978,EUR,1,Євро,34.1035
30.01.2021,00.00,978,EUR,1,Євро,34.1035
31.01.2021,00.00,978,EUR,1,Євро,34.1035
01.02.2021,00.00,978,EUR,1,Євро,34.157
02.02.2021,00.00,978,EUR,1,Євро,33.9039
03.02.2021,00.00,978,EUR,1,Євро,33.7913
04.02.2021,00.00,978,EUR,1,Євро,33.6374
05.02.2021,00.00,978,EUR,1,Євро,33.4509
06.02.2021,00.00,978,EUR,1,Євро,33.4509
07.02.2021,00.00,978,EUR,1,Євро,33.4509
08.02.2021,00.00,978,EUR,1,Євро,33.2823
09.02.2021,00.00,978,EUR,1,Євро,33.2604
10.02.2021,00.00,978,EUR,1,Євро,33.4406
11.02.2021,00.00,978,EUR,1,Євро,33.6655
12.02.2021,00.00,978,EUR,1,Євро,33.8111
13.02.2021,00.00,978,EUR,1,Євро,33.8111
14.02.2021,00.00,978,EUR,1,Євро,33.8111
15.02.2021,00.00,978,EUR,1,Євро,33.6801
16.02.2021,00.00,978,EUR,1,Євро,33.9297
17.02.2021,00.00,978,EUR,1,Євро,33.7708
18.02.2021,00.00,978,EUR,1,Євро,33.6422
19.02.2021,00.00,978,EUR,1,Євро,33.6478
20.02.2021,00.00,978,EUR,1,Євро,33.6478
21.02.2021,00.00,978,EUR,1,Євро,33.6478
22.02.2021,00.00,978,EUR,1,Євро,33.7768
23.02.2021,00.00,978,EUR,1,Євро,33.8866
24.02.2021,00.00,978,EUR,1,Євро,33.883
25.02.2021,00.00,978,EUR,1,Євро,33.9289
26.02.2021,00.00,978,EUR,1,Євро,34.1459
27.02.2021,00.00,978,EUR,1,Євро,34.1459
28.02.2021,00.00,978,EUR,1,Євро,34.1459
01.03.2021,00.00,978,EUR,1,Євро,33.8449
02.03.2021,00.00,978,EUR,1,Євро,33.717
03.03.2021,00.00,978,EUR,1,Євро,33.6006
04.03.2021,00.00,978,EUR,1,Євро,33.5565
05.03.2021,00.00,978,EUR,1,Євро,33.4062
06.03.2021,00.00,978,EUR,1,Євро,33.4062
07.03.2021,00.00,978,EUR,1,Євро,33.4062
08.03.2021,00.00,978,EUR,1,Євро,33.4062
09.03.2021,00.00,978,EUR,1,Євро,33.075
10.03.2021,00.00,978,EUR,1,Євро,32.9741
11.03.2021,00.00,978,EUR,1,Євро,32.9317
12.03.2021,00.00,978,EUR,1,Євро,33.1748
13.03.2021,00.00,978,EUR,1,Євро,33.1748
14.03.2021,00.00,978,EUR,1,Євро,33.1748
15.03.2021,00.00,978,EUR,1,Євро,33.0839
16.03.2021,00.00,978,EUR,1,Євро,32.9523
17.03.2021,00.00,978,EUR,1,Євро,32.9632
18.03.2021,00.00,978,EUR,1,Євро,32.9853
